id,name,season,home_team_goal,away_team_goal,difference,total
4335,England Premier League,2014/2015,4,0,4,4
4336,England Premier League,2014/2015,0,1,-1,1
4337,England Premier League,2014/2015,2,2,0,4
4338,England Premier League,2014/2015,0,2,-2,2
4339,England Premier League,2014/2015,0,3,-3,3
4340,England Premier League,2014/2015,0,0,0,0
4341,England Premier League,2014/2015,2,3,-1,5
4342,England Premier League,2014/2015,5,3,2,8
4343,England Premier League,2014/2015,1,1,0,2
4344,England Premier League,2014/2015,2,2,0,4
4345,England Premier League,2014/2015,2,2,0,4
4346,England Premier League,2014/2015,0,1,-1,1
4347,England Premier League,2014/2015,0,1,-1,1
4348,England Premier League,2014/2015,3,1,2,4
4349,England Premier League,2014/2015,1,1,0,2
4350,England Premier League,2014/2015,3,0,3,3
4351,England Premier League,2014/2015,2,0,2,2
4352,England Premier League,2014/2015,2,4,-2,6
4353,England Premier League,2014/2015,1,1,0,2
4354,England Premier League,2014/2015,2,1,1,3
4355,England Premier League,2014/2015,2,1,1,3
4356,England Premier League,2014/2015,1,0,1,1
4357,England Premier League,2014/2015,0,0,0,0
4358,England Premier League,2014/2015,4,0,4,4
4359,England Premier League,2014/2015,0,2,-2,2
4360,England Premier League,2014/2015,2,0,2,2
4361,England Premier League,2014/2015,2,0,2,2
4362,England Premier League,2014/2015,2,2,0,4
4363,England Premier League,2014/2015,2,1,1,3
4364,England Premier League,2014/2015,2,1,1,3
4365,England Premier League,2014/2015,3,1,2,4
4366,England Premier League,2014/2015,2,2,0,4
4367,England Premier League,2014/2015,1,0,1,1
4368,England Premier League,2014/2015,2,0,2,2
4369,England Premier League,2014/2015,2,2,0,4
4370,England Premier League,2014/2015,1,3,-2,4
4371,England Premier League,2014/2015,1,2,-1,3
4372,England Premier League,2014/2015,3,0,3,3
4373,England Premier League,2014/2015,4,1,3,5
4374,England Premier League,2014/2015,1,0,1,1
4375,England Premier League,2014/2015,2,3,-1,5
4376,England Premier League,2014/2015,8,0,8,8
4377,England Premier League,2014/2015,2,1,1,3
4378,England Premier League,2014/2015,2,2,0,4
4379,England Premier League,2014/2015,1,3,-2,4
4380,England Premier League,2014/2015,0,0,0,0
4381,England Premier League,2014/2015,1,1,0,2
4382,England Premier League,2014/2015,2,0,2,2
4383,England Premier League,2014/2015,1,0,1,1
4384,England Premier League,2014/2015,0,2,-2,2
4385,England Premier League,2014/2015,2,0,2,2
4386,England Premier League,2014/2015,1,2,-1,3
4387,England Premier League,2014/2015,2,2,0,4
4388,England Premier League,2014/2015,2,1,1,3
4389,England Premier League,2015/2016,0,2,-2,2
4390,England Premier League,2015/2016,0,1,-1,1
4391,England Premier League,2015/2016,2,2,0,4
4392,England Premier League,2015/2016,2,2,0,4
4393,England Premier League,2015/2016,4,2,2,6
4394,England Premier League,2015/2016,1,0,1,1
4395,England Premier League,2015/2016,2,2,0,4
4396,England Premier League,2015/2016,1,3,-2,4
4397,England Premier League,2015/2016,0,1,-1,1
4398,England Premier League,2015/2016,0,3,-3,3
4399,England Premier League,2015/2016,2,1,1,3
4400,England Premier League,2015/2016,1,2,-1,3
4401,England Premier League,2015/2016,1,5,-4,6
4402,England Premier League,2015/2016,1,0,1,1
4403,England Premier League,2015/2016,1,1,0,2
4404,England Premier League,2015/2016,0,0,0,0
4405,England Premier League,2015/2016,0,1,-1,1
4406,England Premier League,2015/2016,0,2,-2,2
4407,England Premier League,2015/2016,3,0,3,3
4408,England Premier League,2015/2016,2,1,1,3
4409,England Premier League,2015/2016,1,3,-2,4
4410,England Premier League,2015/2016,0,0,0,0
4411,England Premier League,2015/2016,6,2,4,8
4412,England Premier League,2015/2016,2,1,1,3
4413,England Premier League,2015/2016,0,0,0,0
4414,England Premier League,2015/2016,2,0,2,2
4415,England Premier League,2015/2016,0,3,-3,3
4416,England Premier League,2015/2016,3,1,2,4
4417,England Premier League,2015/2016,2,0,2,2
4418,England Premier League,2015/2016,2,3,-1,5
4419,England Premier League,2015/2016,1,1,0,2
4420,England Premier League,2015/2016,0,0,0,0
4421,England Premier League,2015/2016,0,1,-1,1
4422,England Premier League,2015/2016,2,1,1,3
4423,England Premier League,2015/2016,1,2,-1,3
4424,England Premier League,2015/2016,2,0,2,2
4425,England Premier League,2015/2016,1,0,1,1
4426,England Premier League,2015/2016,1,0,1,1
4427,England Premier League,2015/2016,0,1,-1,1
4428,England Premier League,2015/2016,1,1,0,2
4429,England Premier League,2015/2016,1,0,1,1
4430,England Premier League,2015/2016,0,1,-1,1
4431,England Premier League,2015/2016,4,0,4,4
4432,England Premier League,2015/2016,1,4,-3,5
4433,England Premier League,2015/2016,0,3,-3,3
4434,England Premier League,2015/2016,0,1,-1,1
4435,England Premier League,2015/2016,2,2,0,4
4436,England Premier League,2015/2016,4,1,3,5
4437,England Premier League,2015/2016,1,2,-1,3
4438,England Premier League,2015/2016,2,1,1,3
4439,England Premier League,2015/2016,2,3,-1,5
4440,England Premier League,2015/2016,3,3,0,6
4441,England Premier League,2015/2016,5,1,4,6
4442,England Premier League,2015/2016,1,1,0,2
4443,England Premier League,2015/2016,1,0,1,1
4444,England Premier League,2015/2016,3,1,2,4
4445,England Premier League,2015/2016,1,1,0,2
4446,England Premier League,2015/2016,2,0,2,2
4447,England Premier League,2015/2016,0,0,0,0
4448,England Premier League,2015/2016,1,1,0,2
4449,England Premier League,2015/2016,3,1,2,4
4450,England Premier League,2015/2016,0,1,-1,1
4451,England Premier League,2015/2016,1,1,0,2
4452,England Premier League,2015/2016,0,0,0,0
4453,England Premier League,2015/2016,2,0,2,2
4454,England Premier League,2015/2016,1,1,0,2
4455,England Premier League,2015/2016,2,0,2,2
4456,England Premier League,2015/2016,0,3,-3,3
4457,England Premier League,2015/2016,2,0,2,2
4458,England Premier League,2015/2016,1,1,0,2
4459,England Premier League,2015/2016,0,2,-2,2
4460,England Premier League,2015/2016,2,1,1,3
4461,England Premier League,2015/2016,1,0,1,1
4462,England Premier League,2015/2016,2,1,1,3
4463,England Premier League,2015/2016,2,2,0,4
4464,England Premier League,2015/2016,2,1,1,3
4465,England Premier League,2015/2016,1,1,0,2
4466,England Premier League,2015/2016,0,1,-1,1
4467,England Premier League,2015/2016,1,2,-1,3
4468,England Premier League,2015/2016,0,0,0,0
4469,England Premier League,2015/2016,2,1,1,3
4470,England Premier League,2015/2016,3,1,2,4
4471,England Premier League,2015/2016,2,3,-1,5
4472,England Premier League,2015/2016,1,2,-1,3
4473,England Premier League,2015/2016,1,1,0,2
4474,England Premier League,2015/2016,0,2,-2,2
4475,England Premier League,2015/2016,1,2,-1,3
4476,England Premier League,2015/2016,0,0,0,0
4477,England Premier League,2015/2016,3,0,3,3
4478,England Premier League,2015/2016,1,2,-1,3
4479,England Premier League,2015/2016,1,1,0,2
4480,England Premier League,2015/2016,0,0,0,0
4481,England Premier League,2015/2016,2,2,0,4
4482,England Premier League,2015/2016,1,0,1,1
4483,England Premier League,2015/2016,4,1,3,5
4484,England Premier League,2015/2016,0,1,-1,1
4485,England Premier League,2015/2016,4,0,4,4
4486,England Premier League,2015/2016,2,0,2,2
4487,England Premier League,2015/2016,1,0,1,1
4488,England Premier League,2015/2016,3,0,3,3
4489,England Premier League,2015/2016,2,0,2,2
4490,England Premier League,2015/2016,0,0,0,0
4491,England Premier League,2015/2016,3,4,-1,7
4492,England Premier League,2015/2016,0,0,0,0
4493,England Premier League,2015/2016,0,0,0,0
4494,England Premier League,2015/2016,2,0,2,2
4495,England Premier League,2015/2016,0,1,-1,1
4496,England Premier League,2015/2016,1,2,-1,3
4497,England Premier League,2015/2016,1,0,1,1
4498,England Premier League,2015/2016,2,1,1,3
4499,England Premier League,2015/2016,0,1,-1,1
4500,England Premier League,2015/2016,1,2,-1,3
4501,England Premier League,2015/2016,1,0,1,1
4502,England Premier League,2015/2016,3,0,3,3
4503,England Premier League,2015/2016,0,3,-3,3
4504,England Premier League,2015/2016,1,3,-2,4
4505,England Premier League,2015/2016,2,0,2,2
4506,England Premier League,2015/2016,2,2,0,4
4507,England Premier League,2015/2016,0,0,0,0
4508,England Premier League,2015/2016,1,2,-1,3
4509,England Premier League,2015/2016,1,0,1,1
4510,England Premier League,2015/2016,0,3,-3,3
4511,England Premier League,2015/2016,1,1,0,2
4512,England Premier League,2015/2016,0,0,0,0
4513,England Premier League,2015/2016,2,1,1,3
4514,England Premier League,2015/2016,1,0,1,1
4515,England Premier League,2015/2016,3,1,2,4
4516,England Premier League,2015/2016,1,2,-1,3
4517,England Premier League,2015/2016,2,1,1,3
4518,England Premier League,2015/2016,2,0,2,2
4519,England Premier League,2015/2016,1,0,1,1
4520,England Premier League,2015/2016,1,3,-2,4
4521,England Premier League,2015/2016,2,4,-2,6
4522,England Premier League,2015/2016,3,3,0,6
4523,England Premier League,2015/2016,2,2,0,4
4524,England Premier League,2015/2016,0,0,0,0
4525,England Premier League,2015/2016,3,3,0,6
4526,England Premier League,2015/2016,2,0,2,2
4527,England Premier League,2015/2016,3,1,2,4
4528,England Premier League,2015/2016,0,1,-1,1
4529,England Premier League,2015/2016,1,1,0,2
4530,England Premier League,2015/2016,3,0,3,3
4531,England Premier League,2015/2016,3,3,0,6
4532,England Premier League,2015/2016,0,1,-1,1
4533,England Premier League,2015/2016,4,0,4,4
4534,England Premier League,2015/2016,2,1,1,3
4535,England Premier League,2015/2016,3,0,3,3
4536,England Premier League,2015/2016,0,0,0,0
4537,England Premier League,2015/2016,1,0,1,1
4538,England Premier League,2015/2016,4,1,3,5
4539,England Premier League,2015/2016,0,1,-1,1
4540,England Premier League,2015/2016,1,3,-2,4
4541,England Premier League,2015/2016,1,2,-1,3
4542,England Premier League,2015/2016,3,0,3,3
4543,England Premier League,2015/2016,0,1,-1,1
4544,England Premier League,2015/2016,4,5,-1,9
4545,England Premier League,2015/2016,1,1,0,2
4546,England Premier League,2015/2016,2,1,1,3
4547,England Premier League,2015/2016,0,0,0,0
4548,England Premier League,2015/2016,2,2,0,4
4549,England Premier League,2015/2016,0,0,0,0
4550,England Premier League,2015/2016,2,0,2,2
4551,England Premier League,2015/2016,0,3,-3,3
4552,England Premier League,2015/2016,0,1,-1,1
4553,England Premier League,2015/2016,0,0,0,0
4554,England Premier League,2015/2016,2,0,2,2
4555,England Premier League,2015/2016,1,2,-1,3
4556,England Premier League,2015/2016,3,0,3,3
4557,England Premier League,2015/2016,1,1,0,2
4558,England Premier League,2015/2016,3,0,3,3
4559,England Premier League,2015/2016,2,0,2,2
4560,England Premier League,2015/2016,0,2,-2,2
4561,England Premier League,2015/2016,1,1,0,2
4562,England Premier League,2015/2016,2,2,0,4
4563,England Premier League,2015/2016,1,3,-2,4
4564,England Premier League,2015/2016,1,0,1,1
4565,England Premier League,2015/2016,1,0,1,1
4566,England Premier League,2015/2016,0,3,-3,3
4567,England Premier League,2015/2016,1,1,0,2
4568,England Premier League,2015/2016,1,0,1,1
4569,England Premier League,2015/2016,2,1,1,3
4570,England Premier League,2015/2016,0,6,-6,6
4571,England Premier League,2015/2016,1,3,-2,4
4572,England Premier League,2015/2016,5,1,4,6
4573,England Premier League,2015/2016,1,2,-1,3
4574,England Premier League,2015/2016,0,1,-1,1
4575,England Premier League,2015/2016,1,2,-1,3
4576,England Premier League,2015/2016,2,2,0,4
4577,England Premier League,2015/2016,2,1,1,3
4578,England Premier League,2015/2016,0,1,-1,1
4579,England Premier League,2015/2016,1,0,1,1
4580,England Premier League,2015/2016,4,0,4,4
4581,England Premier League,2015/2016,3,2,1,5
4582,England Premier League,2015/2016,1,1,0,2
4583,England Premier League,2015/2016,1,2,-1,3
4584,England Premier League,2015/2016,2,1,1,3
4585,England Premier League,2015/2016,2,1,1,3
4586,England Premier League,2015/2016,0,0,0,0
4587,England Premier League,2015/2016,3,2,1,5
4588,England Premier League,2015/2016,1,0,1,1
4589,England Premier League,2015/2016,1,2,-1,3
4590,England Premier League,2015/2016,1,3,-2,4
4591,England Premier League,2015/2016,2,0,2,2
4592,England Premier League,2015/2016,2,2,0,4
4593,England Premier League,2015/2016,1,2,-1,3
4594,England Premier League,2015/2016,2,2,0,4
4595,England Premier League,2015/2016,1,0,1,1
4596,England Premier League,2015/2016,3,0,3,3
4597,England Premier League,2015/2016,1,0,1,1
4598,England Premier League,2015/2016,1,0,1,1
4599,England Premier League,2015/2016,1,1,0,2
4600,England Premier League,2015/2016,1,2,-1,3
4601,England Premier League,2015/2016,2,3,-1,5
4602,England Premier League,2015/2016,4,0,4,4
4603,England Premier League,2015/2016,1,3,-2,4
4604,England Premier League,2015/2016,1,1,0,2
4605,England Premier League,2015/2016,1,0,1,1
4606,England Premier League,2015/2016,2,2,0,4
4607,England Premier League,2015/2016,0,1,-1,1
4608,England Premier League,2015/2016,1,0,1,1
4609,England Premier League,2015/2016,0,0,0,0
4610,England Premier League,2015/2016,2,1,1,3
4611,England Premier League,2015/2016,0,2,-2,2
4612,England Premier League,2015/2016,1,1,0,2
4613,England Premier League,2015/2016,0,0,0,0
4614,England Premier League,2015/2016,1,1,0,2
4615,England Premier League,2015/2016,1,1,0,2
4616,England Premier League,2015/2016,0,0,0,0
4617,England Premier League,2015/2016,2,3,-1,5
4618,England Premier League,2015/2016,3,4,-1,7
4619,England Premier League,2015/2016,2,0,2,2
4620,England Premier League,2015/2016,0,2,-2,2
4621,England Premier League,2015/2016,3,2,1,5
4622,England Premier League,2015/2016,1,0,1,1
4623,England Premier League,2015/2016,1,1,0,2
4624,England Premier League,2015/2016,2,0,2,2
4625,England Premier League,2015/2016,0,0,0,0
4626,England Premier League,2015/2016,1,2,-1,3
4627,England Premier League,2015/2016,3,0,3,3
4628,England Premier League,2015/2016,3,1,2,4
4629,England Premier League,2015/2016,2,2,0,4
4630,England Premier League,2015/2016,0,1,-1,1
4631,England Premier League,2015/2016,0,2,-2,2
4632,England Premier League,2015/2016,0,1,-1,1
4633,England Premier League,2015/2016,1,1,0,2
4634,England Premier League,2015/2016,3,2,1,5
4635,England Premier League,2015/2016,1,0,1,1
4636,England Premier League,2015/2016,3,0,3,3
4637,England Premier League,2015/2016,1,2,-1,3
4638,England Premier League,2015/2016,0,1,-1,1
4639,England Premier League,2015/2016,4,0,4,4
4640,England Premier League,2015/2016,0,4,-4,4
4641,England Premier League,2015/2016,0,4,-4,4
4642,England Premier League,2015/2016,1,0,1,1
4643,England Premier League,2015/2016,1,1,0,2
4644,England Premier League,2015/2016,1,0,1,1
4645,England Premier League,2015/2016,3,2,1,5
4646,England Premier League,2015/2016,2,2,0,4
4647,England Premier League,2015/2016,0,0,0,0
4648,England Premier League,2015/2016,2,2,0,4
4649,England Premier League,2015/2016,1,2,-1,3
4650,England Premier League,2015/2016,1,0,1,1
4651,England Premier League,2015/2016,4,1,3,5
4652,England Premier League,2015/2016,2,1,1,3
4653,England Premier League,2015/2016,3,1,2,4
4654,England Premier League,2015/2016,0,2,-2,2
4655,England Premier League,2015/2016,1,0,1,1
4656,England Premier League,2015/2016,3,0,3,3
4657,England Premier League,2015/2016,1,1,0,2
4658,England Premier League,2015/2016,3,3,0,6
4659,England Premier League,2015/2016,1,1,0,2
4660,England Premier League,2015/2016,1,2,-1,3
4661,England Premier League,2015/2016,0,3,-3,3
4662,England Premier League,2015/2016,1,1,0,2
4663,England Premier League,2015/2016,2,2,0,4
4664,England Premier League,2015/2016,1,0,1,1
4665,England Premier League,2015/2016,3,0,3,3
4666,England Premier League,2015/2016,0,3,-3,3
4667,England Premier League,2015/2016,0,4,-4,4
4668,England Premier League,2015/2016,0,1,-1,1
4669,England Premier League,2015/2016,2,4,-2,6
4670,England Premier League,2015/2016,1,4,-3,5
4671,England Premier League,2015/2016,0,0,0,0
4672,England Premier League,2015/2016,4,0,4,4
4673,England Premier League,2015/2016,2,2,0,4
4674,England Premier League,2015/2016,4,0,4,4
4675,England Premier League,2015/2016,4,2,2,6
4676,England Premier League,2015/2016,0,0,0,0
4677,England Premier League,2015/2016,1,1,0,2
4678,England Premier League,2015/2016,3,2,1,5
4679,England Premier League,2015/2016,1,0,1,1
4680,England Premier League,2015/2016,2,2,0,4
4681,England Premier League,2015/2016,2,1,1,3
4682,England Premier League,2015/2016,1,1,0,2
4683,England Premier League,2015/2016,1,0,1,1
4684,England Premier League,2015/2016,4,2,2,6
4685,England Premier League,2015/2016,1,1,0,2
4686,England Premier League,2015/2016,3,1,2,4
4687,England Premier League,2015/2016,3,2,1,5
4688,England Premier League,2015/2016,0,3,-3,3
4689,England Premier League,2015/2016,0,0,0,0
4690,England Premier League,2015/2016,1,1,0,2
4691,England Premier League,2015/2016,2,1,1,3
4692,England Premier League,2015/2016,3,1,2,4
4693,England Premier League,2015/2016,2,0,2,2
4694,England Premier League,2015/2016,2,2,0,4
4695,England Premier League,2015/2016,0,1,-1,1
4696,England Premier League,2015/2016,3,2,1,5
4697,England Premier League,2015/2016,1,2,-1,3
4698,England Premier League,2015/2016,1,4,-3,5
4699,England Premier League,2015/2016,4,0,4,4
4700,England Premier League,2015/2016,1,1,0,2
4701,England Premier League,2015/2016,3,0,3,3
4702,England Premier League,2015/2016,3,1,2,4
4703,England Premier League,2015/2016,5,1,4,6
4704,England Premier League,2015/2016,4,1,3,5
4705,England Premier League,2015/2016,2,1,1,3
4706,England Premier League,2015/2016,1,1,0,2
4707,England Premier League,2015/2016,2,2,0,4
4708,England Premier League,2015/2016,1,1,0,2
4709,England Premier League,2015/2016,2,2,0,4
4710,England Premier League,2015/2016,1,1,0,2
4711,England Premier League,2015/2016,1,2,-1,3
4712,England Premier League,2015/2016,0,3,-3,3
4713,England Premier League,2015/2016,2,0,2,2
4714,England Premier League,2015/2016,0,1,-1,1
4715,England Premier League,2015/2016,3,0,3,3
4716,England Premier League,2015/2016,0,1,-1,1
4717,England Premier League,2015/2016,2,1,1,3
4718,England Premier League,2015/2016,0,0,0,0
4719,England Premier League,2015/2016,2,0,2,2
4720,England Premier League,2015/2016,0,1,-1,1
4721,England Premier League,2015/2016,3,1,2,4
4722,England Premier League,2015/2016,3,2,1,5
4723,England Premier League,2015/2016,3,1,2,4
4724,England Premier League,2015/2016,3,1,2,4
4725,England Premier League,2015/2016,0,1,-1,1
4726,England Premier League,2015/2016,1,0,1,1
4727,England Premier League,2015/2016,0,0,0,0
4728,England Premier League,2015/2016,2,0,2,2
4729,England Premier League,2015/2016,0,1,-1,1
4730,England Premier League,2015/2016,2,0,2,2
4731,England Premier League,2015/2016,2,0,2,2
4732,England Premier League,2015/2016,1,1,0,2
4733,England Premier League,2015/2016,1,2,-1,3
4734,England Premier League,2015/2016,1,2,-1,3
4735,England Premier League,2015/2016,2,3,-1,5
4736,England Premier League,2015/2016,2,2,0,4
4737,England Premier League,2015/2016,0,0,0,0
4738,England Premier League,2015/2016,1,0,1,1
4739,England Premier League,2015/2016,2,5,-3,7
4740,England Premier League,2015/2016,3,2,1,5
4741,England Premier League,2015/2016,3,0,3,3
4742,England Premier League,2015/2016,2,2,0,4
4743,England Premier League,2015/2016,3,1,2,4
4744,England Premier League,2015/2016,2,1,1,3
4745,England Premier League,2015/2016,4,1,3,5
4746,England Premier League,2015/2016,0,1,-1,1
4747,England Premier League,2015/2016,2,3,-1,5
4748,England Premier League,2015/2016,2,2,0,4
4749,England Premier League,2015/2016,3,0,3,3
4750,England Premier League,2015/2016,0,1,-1,1
4751,England Premier League,2015/2016,1,1,0,2
4752,England Premier League,2015/2016,1,3,-2,4
4753,England Premier League,2015/2016,2,0,2,2
4754,England Premier League,2015/2016,1,1,0,2
4755,England Premier League,2015/2016,6,1,5,7
4756,England Premier League,2015/2016,1,2,-1,3
4757,England Premier League,2015/2016,2,2,0,4
4758,England Premier League,2015/2016,2,2,0,4
4759,England Premier League,2015/2016,2,0,2,2
4760,England Premier League,2015/2016,1,3,-2,4
4761,England Premier League,2015/2016,0,3,-3,3
4762,England Premier League,2015/2016,5,1,4,6
4763,England Premier League,2015/2016,6,2,4,8
4764,England Premier League,2015/2016,2,2,0,4
4765,England Premier League,2015/2016,0,1,-1,1
4766,England Premier League,2015/2016,0,0,0,0
4767,England Premier League,2015/2016,0,3,-3,3
4768,England Premier League,2015/2016,1,0,1,1
4769,France Ligue 1,2008/2009,2,1,1,3
4770,France Ligue 1,2008/2009,2,1,1,3
4771,France Ligue 1,2008/2009,1,0,1,1
4772,France Ligue 1,2008/2009,0,1,-1,1
4773,France Ligue 1,2008/2009,3,0,3,3
4774,France Ligue 1,2008/2009,1,0,1,1
4775,France Ligue 1,2008/2009,0,0,0,0
4776,France Ligue 1,2008/2009,4,4,0,8
4777,France Ligue 1,2008/2009,1,2,-1,3
4778,France Ligue 1,2008/2009,1,0,1,1
4779,France Ligue 1,2008/2009,0,0,0,0
4780,France Ligue 1,2008/2009,2,1,1,3
4781,France Ligue 1,2008/2009,2,2,0,4
4782,France Ligue 1,2008/2009,3,0,3,3
4783,France Ligue 1,2008/2009,2,4,-2,6
4784,France Ligue 1,2008/2009,1,1,0,2
4785,France Ligue 1,2008/2009,2,2,0,4
4786,France Ligue 1,2008/2009,2,2,0,4
4787,France Ligue 1,2008/2009,0,2,-2,2
4788,France Ligue 1,2008/2009,0,0,0,0
4789,France Ligue 1,2008/2009,4,0,4,4
4790,France Ligue 1,2008/2009,1,1,0,2
4791,France Ligue 1,2008/2009,0,0,0,0
4792,France Ligue 1,2008/2009,0,2,-2,2
4793,France Ligue 1,2008/2009,3,1,2,4
4794,France Ligue 1,2008/2009,1,1,0,2
4795,France Ligue 1,2008/2009,0,1,-1,1
4796,France Ligue 1,2008/2009,1,4,-3,5
4797,France Ligue 1,2008/2009,0,2,-2,2
4798,France Ligue 1,2008/2009,0,0,0,0
4799,France Ligue 1,2008/2009,0,0,0,0
4800,France Ligue 1,2008/2009,2,3,-1,5
4801,France Ligue 1,2008/2009,2,0,2,2
4802,France Ligue 1,2008/2009,1,1,0,2
4803,France Ligue 1,2008/2009,2,0,2,2
4804,France Ligue 1,2008/2009,3,1,2,4
4805,France Ligue 1,2008/2009,1,0,1,1
4806,France Ligue 1,2008/2009,1,0,1,1
4807,France Ligue 1,2008/2009,1,0,1,1
4808,France Ligue 1,2008/2009,0,1,-1,1
4809,France Ligue 1,2008/2009,2,0,2,2
4810,France Ligue 1,2008/2009,0,1,-1,1
4811,France Ligue 1,2008/2009,0,3,-3,3
4812,France Ligue 1,2008/2009,0,1,-1,1
4813,France Ligue 1,2008/2009,0,1,-1,1
4814,France Ligue 1,2008/2009,1,1,0,2
4815,France Ligue 1,2008/2009,1,0,1,1
4816,France Ligue 1,2008/2009,0,3,-3,3
4817,France Ligue 1,2008/2009,2,1,1,3
4818,France Ligue 1,2008/2009,0,1,-1,1
4819,France Ligue 1,2008/2009,1,0,1,1
4820,France Ligue 1,2008/2009,1,3,-2,4
4821,France Ligue 1,2008/2009,1,0,1,1
4822,France Ligue 1,2008/2009,3,0,3,3
4823,France Ligue 1,2008/2009,2,1,1,3
4824,France Ligue 1,2008/2009,2,3,-1,5
4825,France Ligue 1,2008/2009,1,1,0,2
4826,France Ligue 1,2008/2009,2,1,1,3
4827,France Ligue 1,2008/2009,2,1,1,3
4828,France Ligue 1,2008/2009,2,0,2,2
4829,France Ligue 1,2008/2009,1,1,0,2
4830,France Ligue 1,2008/2009,1,0,1,1
4831,France Ligue 1,2008/2009,0,0,0,0
4832,France Ligue 1,2008/2009,1,0,1,1
4833,France Ligue 1,2008/2009,2,2,0,4
4834,France Ligue 1,2008/2009,3,0,3,3
4835,France Ligue 1,2008/2009,0,1,-1,1
4836,France Ligue 1,2008/2009,1,0,1,1
4837,France Ligue 1,2008/2009,0,1,-1,1
4838,France Ligue 1,2008/2009,2,2,0,4
4839,France Ligue 1,2008/2009,0,1,-1,1
4840,France Ligue 1,2008/2009,0,2,-2,2
4841,France Ligue 1,2008/2009,2,0,2,2
4842,France Ligue 1,2008/2009,1,1,0,2
4843,France Ligue 1,2008/2009,0,0,0,0
4844,France Ligue 1,2008/2009,1,2,-1,3
4845,France Ligue 1,2008/2009,0,0,0,0
4846,France Ligue 1,2008/2009,1,0,1,1
4847,France Ligue 1,2008/2009,0,0,0,0
4848,France Ligue 1,2008/2009,0,0,0,0
4849,France Ligue 1,2008/2009,2,1,1,3
4850,France Ligue 1,2008/2009,1,1,0,2
4851,France Ligue 1,2008/2009,0,0,0,0
4852,France Ligue 1,2008/2009,1,1,0,2
4853,France Ligue 1,2008/2009,1,0,1,1
4854,France Ligue 1,2008/2009,2,1,1,3
4855,France Ligue 1,2008/2009,1,1,0,2
4856,France Ligue 1,2008/2009,3,1,2,4
4857,France Ligue 1,2008/2009,2,0,2,2
4858,France Ligue 1,2008/2009,2,1,1,3
4859,France Ligue 1,2008/2009,1,2,-1,3
4860,France Ligue 1,2008/2009,1,3,-2,4
4861,France Ligue 1,2008/2009,1,3,-2,4
4862,France Ligue 1,2008/2009,0,0,0,0
4863,France Ligue 1,2008/2009,2,0,2,2
4864,France Ligue 1,2008/2009,0,1,-1,1
4865,France Ligue 1,2008/2009,0,0,0,0
4866,France Ligue 1,2008/2009,2,2,0,4
4867,France Ligue 1,2008/2009,3,1,2,4
4868,France Ligue 1,2008/2009,3,1,2,4
4869,France Ligue 1,2008/2009,0,1,-1,1
4870,France Ligue 1,2008/2009,2,1,1,3
4871,France Ligue 1,2008/2009,3,1,2,4
4872,France Ligue 1,2008/2009,1,2,-1,3
4873,France Ligue 1,2008/2009,0,3,-3,3
4874,France Ligue 1,2008/2009,3,4,-1,7
4875,France Ligue 1,2008/2009,1,1,0,2
4876,France Ligue 1,2008/2009,2,2,0,4
4877,France Ligue 1,2008/2009,2,0,2,2
4878,France Ligue 1,2008/2009,2,2,0,4
4879,France Ligue 1,2008/2009,3,1,2,4
4880,France Ligue 1,2008/2009,1,0,1,1
4881,France Ligue 1,2008/2009,1,3,-2,4
4882,France Ligue 1,2008/2009,0,0,0,0
4883,France Ligue 1,2008/2009,4,0,4,4
4884,France Ligue 1,2008/2009,1,1,0,2
4885,France Ligue 1,2008/2009,2,1,1,3
4886,France Ligue 1,2008/2009,1,0,1,1
4887,France Ligue 1,2008/2009,2,1,1,3
4888,France Ligue 1,2008/2009,2,1,1,3
4889,France Ligue 1,2008/2009,0,2,-2,2
4890,France Ligue 1,2008/2009,4,0,4,4
4891,France Ligue 1,2008/2009,0,1,-1,1
4892,France Ligue 1,2008/2009,0,0,0,0
4893,France Ligue 1,2008/2009,1,1,0,2
4894,France Ligue 1,2008/2009,1,2,-1,3
4895,France Ligue 1,2008/2009,1,2,-1,3
4896,France Ligue 1,2008/2009,1,0,1,1
4897,France Ligue 1,2008/2009,1,0,1,1
4898,France Ligue 1,2008/2009,2,0,2,2
4899,France Ligue 1,2008/2009,2,2,0,4
4900,France Ligue 1,2008/2009,0,2,-2,2
4901,France Ligue 1,2008/2009,1,0,1,1
4902,France Ligue 1,2008/2009,1,1,0,2
4903,France Ligue 1,2008/2009,2,0,2,2
4904,France Ligue 1,2008/2009,1,2,-1,3
4905,France Ligue 1,2008/2009,2,0,2,2
4906,France Ligue 1,2008/2009,2,1,1,3
4907,France Ligue 1,2008/2009,1,1,0,2
4908,France Ligue 1,2008/2009,3,0,3,3
4909,France Ligue 1,2008/2009,0,0,0,0
4910,France Ligue 1,2008/2009,2,2,0,4
4911,France Ligue 1,2008/2009,2,3,-1,5
4912,France Ligue 1,2008/2009,0,2,-2,2
4913,France Ligue 1,2008/2009,1,1,0,2
4914,France Ligue 1,2008/2009,1,0,1,1
4915,France Ligue 1,2008/2009,2,0,2,2
4916,France Ligue 1,2008/2009,0,0,0,0
4917,France Ligue 1,2008/2009,1,0,1,1
4918,France Ligue 1,2008/2009,1,0,1,1
4919,France Ligue 1,2008/2009,0,0,0,0
4920,France Ligue 1,2008/2009,1,0,1,1
