id,name,season,home_team_goal,away_team_goal,difference,total
7651,France Ligue 1,2015/2016,0,0,0,0
7652,France Ligue 1,2015/2016,0,1,-1,1
7653,France Ligue 1,2015/2016,1,2,-1,3
7654,France Ligue 1,2015/2016,6,0,6,6
7655,France Ligue 1,2015/2016,0,1,-1,1
7656,France Ligue 1,2015/2016,1,0,1,1
7657,France Ligue 1,2015/2016,2,1,1,3
7658,France Ligue 1,2015/2016,1,1,0,2
7659,France Ligue 1,2015/2016,2,2,0,4
7660,France Ligue 1,2015/2016,2,0,2,2
7661,France Ligue 1,2015/2016,0,9,-9,9
7662,France Ligue 1,2015/2016,1,1,0,2
7663,France Ligue 1,2015/2016,2,0,2,2
7664,France Ligue 1,2015/2016,1,0,1,1
7665,France Ligue 1,2015/2016,0,2,-2,2
7666,France Ligue 1,2015/2016,1,2,-1,3
7667,France Ligue 1,2015/2016,2,2,0,4
7668,France Ligue 1,2015/2016,4,0,4,4
7669,France Ligue 1,2015/2016,5,1,4,6
7670,France Ligue 1,2015/2016,3,0,3,3
7671,France Ligue 1,2015/2016,1,1,0,2
7672,France Ligue 1,2015/2016,1,0,1,1
7673,France Ligue 1,2015/2016,3,0,3,3
7674,France Ligue 1,2015/2016,2,5,-3,7
7675,France Ligue 1,2015/2016,2,0,2,2
7676,France Ligue 1,2015/2016,0,2,-2,2
7677,France Ligue 1,2015/2016,2,1,1,3
7678,France Ligue 1,2015/2016,0,1,-1,1
7679,France Ligue 1,2015/2016,1,2,-1,3
7680,France Ligue 1,2015/2016,2,2,0,4
7681,France Ligue 1,2015/2016,0,1,-1,1
7682,France Ligue 1,2015/2016,1,3,-2,4
7683,France Ligue 1,2015/2016,0,3,-3,3
7684,France Ligue 1,2015/2016,0,2,-2,2
7685,France Ligue 1,2015/2016,4,1,3,5
7686,France Ligue 1,2015/2016,2,1,1,3
7687,France Ligue 1,2015/2016,3,1,2,4
7688,France Ligue 1,2015/2016,2,0,2,2
7689,France Ligue 1,2015/2016,0,0,0,0
7690,France Ligue 1,2015/2016,1,0,1,1
7691,France Ligue 1,2015/2016,0,2,-2,2
7692,France Ligue 1,2015/2016,4,1,3,5
7693,France Ligue 1,2015/2016,0,2,-2,2
7694,France Ligue 1,2015/2016,3,0,3,3
7695,France Ligue 1,2015/2016,0,0,0,0
7696,France Ligue 1,2015/2016,1,2,-1,3
7697,France Ligue 1,2015/2016,2,1,1,3
7698,France Ligue 1,2015/2016,4,0,4,4
7699,France Ligue 1,2015/2016,2,1,1,3
7700,France Ligue 1,2015/2016,2,1,1,3
7701,France Ligue 1,2015/2016,1,3,-2,4
7702,France Ligue 1,2015/2016,1,1,0,2
7703,France Ligue 1,2015/2016,0,2,-2,2
7704,France Ligue 1,2015/2016,2,4,-2,6
7705,France Ligue 1,2015/2016,1,1,0,2
7706,France Ligue 1,2015/2016,6,0,6,6
7707,France Ligue 1,2015/2016,0,1,-1,1
7708,France Ligue 1,2015/2016,0,3,-3,3
7709,France Ligue 1,2015/2016,2,0,2,2
7710,France Ligue 1,2015/2016,1,1,0,2
7711,France Ligue 1,2015/2016,1,1,0,2
7712,France Ligue 1,2015/2016,3,2,1,5
7713,France Ligue 1,2015/2016,0,0,0,0
7714,France Ligue 1,2015/2016,4,1,3,5
7715,France Ligue 1,2015/2016,2,0,2,2
7716,France Ligue 1,2015/2016,1,1,0,2
7717,France Ligue 1,2015/2016,1,1,0,2
7718,France Ligue 1,2015/2016,2,3,-1,5
7719,France Ligue 1,2015/2016,0,1,-1,1
7720,France Ligue 1,2015/2016,3,2,1,5
7721,France Ligue 1,2015/2016,0,0,0,0
7722,France Ligue 1,2015/2016,2,4,-2,6
7723,France Ligue 1,2015/2016,0,1,-1,1
7724,France Ligue 1,2015/2016,1,0,1,1
7725,France Ligue 1,2015/2016,2,1,1,3
7726,France Ligue 1,2015/2016,4,0,4,4
7727,France Ligue 1,2015/2016,0,0,0,0
7728,France Ligue 1,2015/2016,2,3,-1,5
7729,France Ligue 1,2015/2016,3,0,3,3
7730,France Ligue 1,2015/2016,1,2,-1,3
7731,France Ligue 1,2015/2016,0,4,-4,4
7732,France Ligue 1,2015/2016,0,0,0,0
7733,France Ligue 1,2015/2016,2,0,2,2
7734,France Ligue 1,2015/2016,2,0,2,2
7735,France Ligue 1,2015/2016,1,0,1,1
7736,France Ligue 1,2015/2016,6,1,5,7
7737,France Ligue 1,2015/2016,1,0,1,1
7738,France Ligue 1,2015/2016,1,0,1,1
7739,France Ligue 1,2015/2016,2,3,-1,5
7740,France Ligue 1,2015/2016,2,0,2,2
7741,France Ligue 1,2015/2016,0,1,-1,1
7742,France Ligue 1,2015/2016,2,3,-1,5
7743,France Ligue 1,2015/2016,1,1,0,2
7744,France Ligue 1,2015/2016,1,0,1,1
7745,France Ligue 1,2015/2016,4,0,4,4
7746,France Ligue 1,2015/2016,1,0,1,1
7747,France Ligue 1,2015/2016,4,1,3,5
7748,France Ligue 1,2015/2016,1,2,-1,3
7749,France Ligue 1,2015/2016,1,1,0,2
7750,France Ligue 1,2015/2016,2,0,2,2
7751,France Ligue 1,2015/2016,0,4,-4,4
7752,France Ligue 1,2015/2016,2,0,2,2
7753,France Ligue 1,2015/2016,1,0,1,1
7754,France Ligue 1,2015/2016,0,3,-3,3
7755,France Ligue 1,2015/2016,4,1,3,5
7756,France Ligue 1,2015/2016,3,1,2,4
7757,France Ligue 1,2015/2016,2,1,1,3
7758,France Ligue 1,2015/2016,0,0,0,0
7759,France Ligue 1,2015/2016,0,1,-1,1
7760,France Ligue 1,2015/2016,3,1,2,4
7761,France Ligue 1,2015/2016,0,0,0,0
7762,France Ligue 1,2015/2016,4,1,3,5
7763,France Ligue 1,2015/2016,1,2,-1,3
7764,France Ligue 1,2015/2016,0,2,-2,2
7765,France Ligue 1,2015/2016,0,1,-1,1
7766,France Ligue 1,2015/2016,2,2,0,4
7767,France Ligue 1,2015/2016,2,2,0,4
7768,France Ligue 1,2015/2016,1,3,-2,4
7769,France Ligue 1,2015/2016,1,0,1,1
7770,France Ligue 1,2015/2016,1,3,-2,4
7771,France Ligue 1,2015/2016,1,1,0,2
7772,France Ligue 1,2015/2016,2,1,1,3
7773,France Ligue 1,2015/2016,2,1,1,3
7774,France Ligue 1,2015/2016,1,1,0,2
7775,France Ligue 1,2015/2016,2,3,-1,5
7776,France Ligue 1,2015/2016,1,1,0,2
7777,France Ligue 1,2015/2016,1,1,0,2
7778,France Ligue 1,2015/2016,2,0,2,2
7779,France Ligue 1,2015/2016,0,0,0,0
7780,France Ligue 1,2015/2016,1,1,0,2
7781,France Ligue 1,2015/2016,0,1,-1,1
7782,France Ligue 1,2015/2016,2,0,2,2
7783,France Ligue 1,2015/2016,2,0,2,2
7784,France Ligue 1,2015/2016,2,3,-1,5
7785,France Ligue 1,2015/2016,6,1,5,7
7786,France Ligue 1,2015/2016,3,0,3,3
7787,France Ligue 1,2015/2016,1,1,0,2
7788,France Ligue 1,2015/2016,0,1,-1,1
7789,France Ligue 1,2015/2016,3,0,3,3
7790,France Ligue 1,2015/2016,3,1,2,4
7791,France Ligue 1,2015/2016,2,0,2,2
7792,France Ligue 1,2015/2016,3,3,0,6
7793,France Ligue 1,2015/2016,1,2,-1,3
7794,France Ligue 1,2015/2016,2,1,1,3
7795,France Ligue 1,2015/2016,1,4,-3,5
7796,France Ligue 1,2015/2016,1,0,1,1
7797,France Ligue 1,2015/2016,1,1,0,2
7798,France Ligue 1,2015/2016,1,4,-3,5
7799,France Ligue 1,2015/2016,1,0,1,1
7800,France Ligue 1,2015/2016,1,0,1,1
7801,France Ligue 1,2015/2016,2,2,0,4
7802,France Ligue 1,2015/2016,2,0,2,2
7803,France Ligue 1,2015/2016,3,2,1,5
7804,France Ligue 1,2015/2016,1,0,1,1
7805,France Ligue 1,2015/2016,1,1,0,2
7806,France Ligue 1,2015/2016,2,1,1,3
7807,France Ligue 1,2015/2016,0,1,-1,1
7808,France Ligue 1,2015/2016,1,2,-1,3
7809,Germany 1. Bundesliga,2008/2009,2,2,0,4
7810,Germany 1. Bundesliga,2008/2009,2,3,-1,5
7811,Germany 1. Bundesliga,2008/2009,3,0,3,3
7812,Germany 1. Bundesliga,2008/2009,2,1,1,3
7813,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7814,Germany 1. Bundesliga,2008/2009,2,2,0,4
7815,Germany 1. Bundesliga,2008/2009,0,3,-3,3
7816,Germany 1. Bundesliga,2008/2009,1,3,-2,4
7817,Germany 1. Bundesliga,2008/2009,1,0,1,1
7818,Germany 1. Bundesliga,2008/2009,2,0,2,2
7819,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7820,Germany 1. Bundesliga,2008/2009,3,0,3,3
7821,Germany 1. Bundesliga,2008/2009,3,0,3,3
7822,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7823,Germany 1. Bundesliga,2008/2009,1,1,0,2
7824,Germany 1. Bundesliga,2008/2009,0,1,-1,1
7825,Germany 1. Bundesliga,2008/2009,1,3,-2,4
7826,Germany 1. Bundesliga,2008/2009,0,3,-3,3
7827,Germany 1. Bundesliga,2008/2009,3,1,2,4
7828,Germany 1. Bundesliga,2008/2009,2,0,2,2
7829,Germany 1. Bundesliga,2008/2009,1,1,0,2
7830,Germany 1. Bundesliga,2008/2009,1,3,-2,4
7831,Germany 1. Bundesliga,2008/2009,5,1,4,6
7832,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7833,Germany 1. Bundesliga,2008/2009,3,0,3,3
7834,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7835,Germany 1. Bundesliga,2008/2009,4,1,3,5
7836,Germany 1. Bundesliga,2008/2009,2,1,1,3
7837,Germany 1. Bundesliga,2008/2009,1,0,1,1
7838,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7839,Germany 1. Bundesliga,2008/2009,3,0,3,3
7840,Germany 1. Bundesliga,2008/2009,2,2,0,4
7841,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7842,Germany 1. Bundesliga,2008/2009,2,1,1,3
7843,Germany 1. Bundesliga,2008/2009,0,0,0,0
7844,Germany 1. Bundesliga,2008/2009,3,3,0,6
7845,Germany 1. Bundesliga,2008/2009,2,1,1,3
7846,Germany 1. Bundesliga,2008/2009,4,0,4,4
7847,Germany 1. Bundesliga,2008/2009,0,0,0,0
7848,Germany 1. Bundesliga,2008/2009,3,1,2,4
7849,Germany 1. Bundesliga,2008/2009,2,1,1,3
7850,Germany 1. Bundesliga,2008/2009,1,0,1,1
7851,Germany 1. Bundesliga,2008/2009,1,1,0,2
7852,Germany 1. Bundesliga,2008/2009,2,2,0,4
7853,Germany 1. Bundesliga,2008/2009,3,2,1,5
7854,Germany 1. Bundesliga,2008/2009,4,1,3,5
7855,Germany 1. Bundesliga,2008/2009,2,1,1,3
7856,Germany 1. Bundesliga,2008/2009,3,1,2,4
7857,Germany 1. Bundesliga,2008/2009,4,1,3,5
7858,Germany 1. Bundesliga,2008/2009,4,0,4,4
7859,Germany 1. Bundesliga,2008/2009,2,1,1,3
7860,Germany 1. Bundesliga,2008/2009,1,3,-2,4
7861,Germany 1. Bundesliga,2008/2009,2,3,-1,5
7862,Germany 1. Bundesliga,2008/2009,0,1,-1,1
7863,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7864,Germany 1. Bundesliga,2008/2009,0,0,0,0
7865,Germany 1. Bundesliga,2008/2009,2,0,2,2
7866,Germany 1. Bundesliga,2008/2009,5,0,5,5
7867,Germany 1. Bundesliga,2008/2009,2,1,1,3
7868,Germany 1. Bundesliga,2008/2009,1,1,0,2
7869,Germany 1. Bundesliga,2008/2009,3,2,1,5
7870,Germany 1. Bundesliga,2008/2009,1,3,-2,4
7871,Germany 1. Bundesliga,2008/2009,3,0,3,3
7872,Germany 1. Bundesliga,2008/2009,2,1,1,3
7873,Germany 1. Bundesliga,2008/2009,1,0,1,1
7874,Germany 1. Bundesliga,2008/2009,2,1,1,3
7875,Germany 1. Bundesliga,2008/2009,4,0,4,4
7876,Germany 1. Bundesliga,2008/2009,0,0,0,0
7877,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7878,Germany 1. Bundesliga,2008/2009,0,3,-3,3
7879,Germany 1. Bundesliga,2008/2009,1,3,-2,4
7880,Germany 1. Bundesliga,2008/2009,1,0,1,1
7881,Germany 1. Bundesliga,2008/2009,1,1,0,2
7882,Germany 1. Bundesliga,2008/2009,1,0,1,1
7883,Germany 1. Bundesliga,2008/2009,2,1,1,3
7884,Germany 1. Bundesliga,2008/2009,2,2,0,4
7885,Germany 1. Bundesliga,2008/2009,2,1,1,3
7886,Germany 1. Bundesliga,2008/2009,4,0,4,4
7887,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7888,Germany 1. Bundesliga,2008/2009,1,1,0,2
7889,Germany 1. Bundesliga,2008/2009,1,1,0,2
7890,Germany 1. Bundesliga,2008/2009,1,0,1,1
7891,Germany 1. Bundesliga,2008/2009,1,1,0,2
7892,Germany 1. Bundesliga,2008/2009,2,0,2,2
7893,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7894,Germany 1. Bundesliga,2008/2009,2,1,1,3
7895,Germany 1. Bundesliga,2008/2009,1,1,0,2
7896,Germany 1. Bundesliga,2008/2009,2,0,2,2
7897,Germany 1. Bundesliga,2008/2009,1,0,1,1
7898,Germany 1. Bundesliga,2008/2009,2,0,2,2
7899,Germany 1. Bundesliga,2008/2009,3,1,2,4
7900,Germany 1. Bundesliga,2008/2009,2,4,-2,6
7901,Germany 1. Bundesliga,2008/2009,1,0,1,1
7902,Germany 1. Bundesliga,2008/2009,2,0,2,2
7903,Germany 1. Bundesliga,2008/2009,2,2,0,4
7904,Germany 1. Bundesliga,2008/2009,1,1,0,2
7905,Germany 1. Bundesliga,2008/2009,3,1,2,4
7906,Germany 1. Bundesliga,2008/2009,1,1,0,2
7907,Germany 1. Bundesliga,2008/2009,3,2,1,5
7908,Germany 1. Bundesliga,2008/2009,2,1,1,3
7909,Germany 1. Bundesliga,2008/2009,1,1,0,2
7910,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7911,Germany 1. Bundesliga,2008/2009,1,1,0,2
7912,Germany 1. Bundesliga,2008/2009,1,1,0,2
7913,Germany 1. Bundesliga,2008/2009,1,1,0,2
7914,Germany 1. Bundesliga,2008/2009,2,2,0,4
7915,Germany 1. Bundesliga,2008/2009,0,0,0,0
7916,Germany 1. Bundesliga,2008/2009,1,0,1,1
7917,Germany 1. Bundesliga,2008/2009,2,0,2,2
7918,Germany 1. Bundesliga,2008/2009,1,1,0,2
7919,Germany 1. Bundesliga,2008/2009,1,1,0,2
7920,Germany 1. Bundesliga,2008/2009,2,1,1,3
7921,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7922,Germany 1. Bundesliga,2008/2009,0,0,0,0
7923,Germany 1. Bundesliga,2008/2009,2,1,1,3
7924,Germany 1. Bundesliga,2008/2009,3,3,0,6
7925,Germany 1. Bundesliga,2008/2009,1,4,-3,5
7926,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7927,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7928,Germany 1. Bundesliga,2008/2009,3,3,0,6
7929,Germany 1. Bundesliga,2008/2009,1,1,0,2
7930,Germany 1. Bundesliga,2008/2009,2,1,1,3
7931,Germany 1. Bundesliga,2008/2009,1,1,0,2
7932,Germany 1. Bundesliga,2008/2009,2,1,1,3
7933,Germany 1. Bundesliga,2008/2009,3,2,1,5
7934,Germany 1. Bundesliga,2008/2009,0,1,-1,1
7935,Germany 1. Bundesliga,2008/2009,1,3,-2,4
7936,Germany 1. Bundesliga,2008/2009,0,0,0,0
7937,Germany 1. Bundesliga,2008/2009,0,0,0,0
7938,Germany 1. Bundesliga,2008/2009,2,1,1,3
7939,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7940,Germany 1. Bundesliga,2008/2009,1,1,0,2
7941,Germany 1. Bundesliga,2008/2009,3,2,1,5
7942,Germany 1. Bundesliga,2008/2009,1,0,1,1
7943,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7944,Germany 1. Bundesliga,2008/2009,5,1,4,6
7945,Germany 1. Bundesliga,2008/2009,1,1,0,2
7946,Germany 1. Bundesliga,2008/2009,2,1,1,3
7947,Germany 1. Bundesliga,2008/2009,1,0,1,1
7948,Germany 1. Bundesliga,2008/2009,1,0,1,1
7949,Germany 1. Bundesliga,2008/2009,0,0,0,0
7950,Germany 1. Bundesliga,2008/2009,1,3,-2,4
7951,Germany 1. Bundesliga,2008/2009,4,1,3,5
7952,Germany 1. Bundesliga,2008/2009,0,0,0,0
7953,Germany 1. Bundesliga,2008/2009,2,0,2,2
7954,Germany 1. Bundesliga,2008/2009,4,0,4,4
7955,Germany 1. Bundesliga,2008/2009,1,0,1,1
7956,Germany 1. Bundesliga,2008/2009,4,3,1,7
7957,Germany 1. Bundesliga,2008/2009,1,1,0,2
7958,Germany 1. Bundesliga,2008/2009,2,4,-2,6
7959,Germany 1. Bundesliga,2008/2009,0,3,-3,3
7960,Germany 1. Bundesliga,2008/2009,4,4,0,8
7961,Germany 1. Bundesliga,2008/2009,0,1,-1,1
7962,Germany 1. Bundesliga,2008/2009,1,0,1,1
7963,Germany 1. Bundesliga,2008/2009,1,1,0,2
7964,Germany 1. Bundesliga,2008/2009,1,0,1,1
7965,Germany 1. Bundesliga,2008/2009,2,0,2,2
7966,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7967,Germany 1. Bundesliga,2008/2009,0,3,-3,3
7968,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7969,Germany 1. Bundesliga,2008/2009,0,1,-1,1
7970,Germany 1. Bundesliga,2008/2009,2,2,0,4
7971,Germany 1. Bundesliga,2008/2009,1,0,1,1
7972,Germany 1. Bundesliga,2008/2009,4,1,3,5
7973,Germany 1. Bundesliga,2008/2009,1,3,-2,4
7974,Germany 1. Bundesliga,2008/2009,5,1,4,6
7975,Germany 1. Bundesliga,2008/2009,2,1,1,3
7976,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7977,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7978,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7979,Germany 1. Bundesliga,2008/2009,0,0,0,0
7980,Germany 1. Bundesliga,2008/2009,4,0,4,4
7981,Germany 1. Bundesliga,2008/2009,1,1,0,2
7982,Germany 1. Bundesliga,2008/2009,3,1,2,4
7983,Germany 1. Bundesliga,2008/2009,1,0,1,1
7984,Germany 1. Bundesliga,2008/2009,2,0,2,2
7985,Germany 1. Bundesliga,2008/2009,2,1,1,3
7986,Germany 1. Bundesliga,2008/2009,2,0,2,2
7987,Germany 1. Bundesliga,2008/2009,1,2,-1,3
7988,Germany 1. Bundesliga,2008/2009,0,3,-3,3
7989,Germany 1. Bundesliga,2008/2009,2,1,1,3
7990,Germany 1. Bundesliga,2008/2009,2,1,1,3
7991,Germany 1. Bundesliga,2008/2009,4,0,4,4
7992,Germany 1. Bundesliga,2008/2009,2,1,1,3
7993,Germany 1. Bundesliga,2008/2009,4,1,3,5
7994,Germany 1. Bundesliga,2008/2009,0,1,-1,1
7995,Germany 1. Bundesliga,2008/2009,0,3,-3,3
7996,Germany 1. Bundesliga,2008/2009,0,2,-2,2
7997,Germany 1. Bundesliga,2008/2009,2,2,0,4
7998,Germany 1. Bundesliga,2008/2009,0,1,-1,1
7999,Germany 1. Bundesliga,2008/2009,0,1,-1,1
8000,Germany 1. Bundesliga,2008/2009,2,0,2,2
8001,Germany 1. Bundesliga,2008/2009,2,0,2,2
8002,Germany 1. Bundesliga,2008/2009,3,2,1,5
8003,Germany 1. Bundesliga,2008/2009,2,0,2,2
8004,Germany 1. Bundesliga,2008/2009,2,1,1,3
8005,Germany 1. Bundesliga,2008/2009,1,1,0,2
8006,Germany 1. Bundesliga,2008/2009,0,1,-1,1
8007,Germany 1. Bundesliga,2008/2009,4,1,3,5
8008,Germany 1. Bundesliga,2008/2009,5,2,3,7
8009,Germany 1. Bundesliga,2008/2009,2,0,2,2
8010,Germany 1. Bundesliga,2008/2009,1,0,1,1
8011,Germany 1. Bundesliga,2008/2009,2,2,0,4
8012,Germany 1. Bundesliga,2008/2009,2,4,-2,6
8013,Germany 1. Bundesliga,2008/2009,0,1,-1,1
8014,Germany 1. Bundesliga,2008/2009,3,2,1,5
8015,Germany 1. Bundesliga,2008/2009,0,2,-2,2
8016,Germany 1. Bundesliga,2008/2009,2,1,1,3
8017,Germany 1. Bundesliga,2008/2009,1,1,0,2
8018,Germany 1. Bundesliga,2008/2009,1,2,-1,3
8019,Germany 1. Bundesliga,2008/2009,4,0,4,4
8020,Germany 1. Bundesliga,2008/2009,0,2,-2,2
8021,Germany 1. Bundesliga,2008/2009,2,2,0,4
8022,Germany 1. Bundesliga,2008/2009,1,0,1,1
8023,Germany 1. Bundesliga,2008/2009,0,2,-2,2
8024,Germany 1. Bundesliga,2008/2009,0,0,0,0
8025,Germany 1. Bundesliga,2008/2009,2,2,0,4
8026,Germany 1. Bundesliga,2008/2009,4,0,4,4
8027,Germany 1. Bundesliga,2008/2009,4,1,3,5
8028,Germany 1. Bundesliga,2008/2009,2,0,2,2
8029,Germany 1. Bundesliga,2008/2009,2,0,2,2
8030,Germany 1. Bundesliga,2008/2009,1,3,-2,4
8031,Germany 1. Bundesliga,2008/2009,1,1,0,2
8032,Germany 1. Bundesliga,2008/2009,1,0,1,1
8033,Germany 1. Bundesliga,2008/2009,2,0,2,2
8034,Germany 1. Bundesliga,2008/2009,3,0,3,3
8035,Germany 1. Bundesliga,2008/2009,3,1,2,4
8036,Germany 1. Bundesliga,2008/2009,1,2,-1,3
8037,Germany 1. Bundesliga,2008/2009,3,0,3,3
8038,Germany 1. Bundesliga,2008/2009,0,5,-5,5
8039,Germany 1. Bundesliga,2008/2009,0,2,-2,2
8040,Germany 1. Bundesliga,2008/2009,1,2,-1,3
8041,Germany 1. Bundesliga,2008/2009,0,1,-1,1
8042,Germany 1. Bundesliga,2008/2009,2,3,-1,5
8043,Germany 1. Bundesliga,2008/2009,5,0,5,5
8044,Germany 1. Bundesliga,2008/2009,0,1,-1,1
8045,Germany 1. Bundesliga,2008/2009,6,0,6,6
8046,Germany 1. Bundesliga,2008/2009,2,0,2,2
8047,Germany 1. Bundesliga,2008/2009,1,3,-2,4
8048,Germany 1. Bundesliga,2008/2009,0,0,0,0
8049,Germany 1. Bundesliga,2008/2009,2,0,2,2
8050,Germany 1. Bundesliga,2008/2009,0,5,-5,5
8051,Germany 1. Bundesliga,2008/2009,2,2,0,4
8052,Germany 1. Bundesliga,2008/2009,2,1,1,3
8053,Germany 1. Bundesliga,2008/2009,2,3,-1,5
8054,Germany 1. Bundesliga,2008/2009,5,1,4,6
8055,Germany 1. Bundesliga,2008/2009,2,3,-1,5
8056,Germany 1. Bundesliga,2008/2009,2,2,0,4
8057,Germany 1. Bundesliga,2008/2009,1,1,0,2
8058,Germany 1. Bundesliga,2008/2009,3,0,3,3
8059,Germany 1. Bundesliga,2008/2009,1,1,0,2
8060,Germany 1. Bundesliga,2008/2009,4,0,4,4
8061,Germany 1. Bundesliga,2008/2009,3,2,1,5
8062,Germany 1. Bundesliga,2008/2009,3,3,0,6
8063,Germany 1. Bundesliga,2008/2009,3,0,3,3
8064,Germany 1. Bundesliga,2008/2009,2,2,0,4
8065,Germany 1. Bundesliga,2008/2009,2,1,1,3
8066,Germany 1. Bundesliga,2008/2009,0,3,-3,3
8067,Germany 1. Bundesliga,2008/2009,2,0,2,2
8068,Germany 1. Bundesliga,2008/2009,5,1,4,6
8069,Germany 1. Bundesliga,2008/2009,0,0,0,0
8070,Germany 1. Bundesliga,2008/2009,2,5,-3,7
8071,Germany 1. Bundesliga,2008/2009,4,0,4,4
8072,Germany 1. Bundesliga,2008/2009,3,1,2,4
8073,Germany 1. Bundesliga,2008/2009,1,0,1,1
8074,Germany 1. Bundesliga,2008/2009,3,0,3,3
8075,Germany 1. Bundesliga,2008/2009,2,0,2,2
8076,Germany 1. Bundesliga,2008/2009,1,1,0,2
8077,Germany 1. Bundesliga,2008/2009,0,1,-1,1
8078,Germany 1. Bundesliga,2008/2009,4,1,3,5
8079,Germany 1. Bundesliga,2008/2009,1,0,1,1
8080,Germany 1. Bundesliga,2008/2009,3,0,3,3
8081,Germany 1. Bundesliga,2008/2009,5,4,1,9
8082,Germany 1. Bundesliga,2008/2009,0,1,-1,1
8083,Germany 1. Bundesliga,2008/2009,1,1,0,2
8084,Germany 1. Bundesliga,2008/2009,1,0,1,1
8085,Germany 1. Bundesliga,2008/2009,2,3,-1,5
8086,Germany 1. Bundesliga,2008/2009,1,0,1,1
8087,Germany 1. Bundesliga,2008/2009,2,1,1,3
8088,Germany 1. Bundesliga,2008/2009,3,3,0,6
8089,Germany 1. Bundesliga,2008/2009,0,1,-1,1
8090,Germany 1. Bundesliga,2008/2009,1,1,0,2
8091,Germany 1. Bundesliga,2008/2009,4,1,3,5
8092,Germany 1. Bundesliga,2008/2009,2,2,0,4
8093,Germany 1. Bundesliga,2008/2009,1,2,-1,3
8094,Germany 1. Bundesliga,2008/2009,1,2,-1,3
8095,Germany 1. Bundesliga,2008/2009,1,2,-1,3
8096,Germany 1. Bundesliga,2008/2009,2,1,1,3
8097,Germany 1. Bundesliga,2008/2009,1,1,0,2
8098,Germany 1. Bundesliga,2008/2009,3,3,0,6
8099,Germany 1. Bundesliga,2008/2009,2,1,1,3
8100,Germany 1. Bundesliga,2008/2009,4,1,3,5
8101,Germany 1. Bundesliga,2008/2009,0,2,-2,2
8102,Germany 1. Bundesliga,2008/2009,1,0,1,1
8103,Germany 1. Bundesliga,2008/2009,2,2,0,4
8104,Germany 1. Bundesliga,2008/2009,2,5,-3,7
8105,Germany 1. Bundesliga,2008/2009,0,1,-1,1
8106,Germany 1. Bundesliga,2008/2009,4,2,2,6
8107,Germany 1. Bundesliga,2008/2009,2,0,2,2
8108,Germany 1. Bundesliga,2008/2009,1,1,0,2
8109,Germany 1. Bundesliga,2008/2009,2,0,2,2
8110,Germany 1. Bundesliga,2008/2009,0,0,0,0
8111,Germany 1. Bundesliga,2008/2009,2,3,-1,5
8112,Germany 1. Bundesliga,2008/2009,1,1,0,2
8113,Germany 1. Bundesliga,2008/2009,1,0,1,1
8114,Germany 1. Bundesliga,2008/2009,3,0,3,3
8115,Germany 1. Bundesliga,2009/2010,2,0,2,2
8116,Germany 1. Bundesliga,2009/2010,1,0,1,1
8117,Germany 1. Bundesliga,2009/2010,2,3,-1,5
8118,Germany 1. Bundesliga,2009/2010,1,0,1,1
8119,Germany 1. Bundesliga,2009/2010,1,1,0,2
8120,Germany 1. Bundesliga,2009/2010,1,2,-1,3
8121,Germany 1. Bundesliga,2009/2010,3,3,0,6
8122,Germany 1. Bundesliga,2009/2010,2,2,0,4
8123,Germany 1. Bundesliga,2009/2010,1,1,0,2
8124,Germany 1. Bundesliga,2009/2010,2,1,1,3
8125,Germany 1. Bundesliga,2009/2010,1,1,0,2
8126,Germany 1. Bundesliga,2009/2010,0,0,0,0
8127,Germany 1. Bundesliga,2009/2010,3,3,0,6
8128,Germany 1. Bundesliga,2009/2010,1,4,-3,5
8129,Germany 1. Bundesliga,2009/2010,1,0,1,1
8130,Germany 1. Bundesliga,2009/2010,3,0,3,3
8131,Germany 1. Bundesliga,2009/2010,0,0,0,0
8132,Germany 1. Bundesliga,2009/2010,3,0,3,3
8133,Germany 1. Bundesliga,2009/2010,2,3,-1,5
8134,Germany 1. Bundesliga,2009/2010,2,0,2,2
8135,Germany 1. Bundesliga,2009/2010,0,0,0,0
8136,Germany 1. Bundesliga,2009/2010,2,2,0,4
8137,Germany 1. Bundesliga,2009/2010,3,3,0,6
